source,summary,model,HHEMv1,HHEM-2.1,HHEM-2.1-English,trueteacher,true_nli,gpt-3.5-turbo,gpt-4-turbo,gpt-4o,HHEM-2.1-Open,minicheck-roberta-large,minicheck-deberta-v3-large,minicheck-flan-t5-large,gpt-4
"kilmarnock interim manager gary locke has been given the role on a permanent basis after signing a three-year deal .
the former hearts boss joined the club as assistant boss to allan johnston last summer
but took control of the team when his ex-tynecastle team-mate quit at the start of february .
the 39-year-old - who will speak at a press conference on friday morning - has lost just once in seven games since taking over at rugby park .
gary locke has been given the job at kilmarnock on a permanent basis after a successful interim spell
locke shakes hands with chairman jim mann after signing a three-year deal at the club","Gary Locke, the interim manager of Kilmarnock, has been appointed as the permanent manager of the club. He signed a three-year deal after taking over the team in February when the previous manager, Allan Johnston, left. Locke has only lost one game out of seven since becoming the interim manager.",openai/GPT-3.5-Turbo,0.75601,0.94741,0.98375,1,1.0,1,1,1,0.84279,0,1,1,1
"kilmarnock interim manager gary locke has been given the role on a permanent basis after signing a three-year deal .
the former hearts boss joined the club as assistant boss to allan johnston last summer
but took control of the team when his ex-tynecastle team-mate quit at the start of february .
the 41-year-old - who will speak at a press conference on friday morning - has lost just once in seven games since taking over at rugby park .
gary locke has been given the job at kilmarnock on a permanent basis after a successful interim spell
locke shakes hands with chairman jim mann after signing a three-year deal at the club","Gary Locke, the interim manager of Kilmarnock, has been appointed as the permanent manager after signing a three-year contract. He initially joined the club as an assistant manager last summer but took over as the manager when Allan Johnston left in February. Locke has only lost one game out of seven since taking charge.",openai/GPT-3.5-Turbo,0.99026,0.97117,0.99307,1,1.0,1,1,1,0.86032,0,1,1,1
"manchester united have ramped up their efforts to sign psv eindhoven star memphis depay by making an official approach for the 21-year-old .
the eredivisie champions have confirmed that the red devils have made a move over the holland international - with united manager louis van gaal keen to make him one of his first signings this summer .
van gaal is already familiar with the qualities of depay having named him in his 23-man world cup squad last year as holland finished third in brazil .
video scroll down to see depay 's stunning free kick against heerenveen
manchester united have made an official approach for memphis depay ( right ) , says psv 's technical director
united boss louis van gaal ( right ) is keen to make the winger of his first signings this summer
depay ( right ) worked under van gaal during holland 's successful 2014 world cup campaign
depay ( right ) was often used from the substitutes bench by van gaal as holland finished third in brazil
premier league rivals tottenham were keen on signing depay last summer but saw their £ 15million offer rebuffed by psv .
and now it appears united are in pole position to land the signature of the dutch giants ' no 7 - despite competition from some of europe 's biggest club 's including paris-saint germain .
` that was last summer .
now depay is worth more than that , ' psv technical director marcel brands said of tottenham 's bid nearly 12 months ago .
` it 's true there has been contact with manchester united and paris saint-germain and a third , big european club .
` but this time we are talking about bigger amounts of money . '
depay is enjoying a prolific season at the philips stadion where he has scored an emphatic 20 goals in 26 league games so far this season .
the 21-year-old ( left ) has scored 20 goals in 26 league games for psv this season
the 21-year-old took his tally to 20 on saturday psv eindhoven beat heerenveen 4-1 to win the dutch championship on saturday for the first time in seven seasons .
the dutch league 's leading scorer doubled the hosts ' lead midway through the first half with a stunning free kick after luuk de jong headed them ahead early on .
heerenveen midfielder joey van den berg pulled a goal back for his side before de jong restored the two-goal advantage just before half-time and luciano narsingh added a fourth late on .
it is a 22nd league championship for psv , who are second only to ajax ( 33 titles ) in holland .
psv eindhoven won there first eredivisie title in seven years after beating heerenveen 4-1 on saturday
depay ( right ) celebrates the dutch giants ' success with manager phillip cocu after the match
born in 1994 , depay started out at hometown club vv moordrecht - a dutch amateur side in south holland - at the age of six before joining sparta rotterdam three years later .
the son of a ghanaian father and dutch mother , depay moved to psv at the age of 12 before making his first-team debut in september 2011 having impressed during a trial .
depay signed his first professional contract in june 2012 and has already made over 100 appearances for the dutch giants .
pacy , with neat close control , depay loves to run at defenders and completed the most dribbles in the entire eredivisie during the 2013/14 campaign .
adding more goals to his game this season , the youngster is more than capable at shooting from distance and boasts an explosive right-foot .
often playing on the left-wing and cutting inside , depay is strong on the ball and has more than a few tricks up his sleeve to bamboozle opponents .
however , still at a young age and learning the game , the 21-year-old can sometimes be guilty of making the wrong pass or keeping hold of the ball for too long .
talent to one day match arjen robben ... and already better than a young cristiano ronaldo ?
while depay has been tipped to become as good as dutch star arjen robben by psv manager phillip cocu , one man believes the holland youngster could one day rival cristiano ronaldo .
ed van steijn , the man who scouted ronaldo for manchester united , believes depay is better than the real madrid star was at the same age .
speaking to dutch daily newspaper algemeen dagblad , van steijn said : ` if i compare him to a young cristiano ronaldo at the time , then depay has more strings to his bow .
` ronaldo did the same things wrong at manchester united as he did when he was 17 . '
meanwhile , former holland midfielder cocu said of depay : ` whether he can be as good as arjen robben ?
` they are different players , but they are both fast and have a good shot .
and both always have the urge to learn .
` but memphis is only 21-years-old and only in a few years can real conclusions be drawn . '
depay 's psv team-mate stijn schaars is also a fan and told helden online : ` he 's doing everything to reach the top .
` he has a body of a true athlete , power and flair .
i 'm not afraid of him losing his head .
i like him a lot . '
international star and world cup goalscorer
depay was handed his first oranje call-up by louis van gaal in 2013 and was selected for holland 's world cup squad a year later .
the energetic frontman scored the winning goal in holland 's 3-13 victory over australia , before coming off the bench to net against chile and help van gaal 's men seal top spot in group b.
having impressed in brazil , depay was nominated for the tournament 's ` best young player ' award but lost out to france midfielder paul pogba .
click here to read sportsmail 's full background article about memphis depay .","Manchester United have made an official approach to sign PSV Eindhoven star Memphis Depay. United manager Louis van Gaal is keen to make him one of his first signings this summer. Depay worked under van Gaal during the 2014 World Cup, where he was named in the Holland squad. Tottenham were interested in signing Depay last summer but their offer was rejected. Despite competition from other clubs, United are in pole position to sign Depay. Depay has had a prolific season, scoring 20 goals in 26 league games for PSV. He is known for his pace, close control, and ability to run at defenders. Depay has been compared to Arjen Robben and some believe he could one day rival Cristiano Ronaldo.",openai/GPT-3.5-Turbo,0.48069,0.99044,0.99593,1,1.0,1,1,1,0.75481,0,0,1,1
"manchester united have ramped up their efforts to sign psv eindhoven star memphis depay by making an official approach for the 21-year-old .
the eredivisie champions have confirmed that the red devils have made a move over the holland international - with united manager louis van gaal keen to make him one of his first signings this summer .
van gaal is already familiar with the qualities of depay having named him in his 23-man world cup squad last year as holland finished third in brazil .
video scroll down to see depay 's stunning free kick against heerenveen
manchester united have made an official approach for memphis depay ( right ) , says psv 's technical director
united boss louis van gaal ( right ) is keen to make the winger of his first signings this summer
depay ( right ) worked under van gaal during holland 's successful 2014 world cup campaign
depay ( right ) was often used from the substitutes bench by van gaal as holland finished third in brazil
premier league rivals tottenham were keen on signing depay last summer but saw their £ 15million offer rebuffed by psv .
and now it appears united are in pole position to land the signature of the dutch giants ' no 7 - despite competition from some of europe 's biggest club 's including paris-saint germain .
` that was last summer .
now depay is worth more than that , ' psv technical director marcel brands said of tottenham 's bid nearly 12 months ago .
` it 's true there has been contact with manchester united and paris saint-germain and a third , big european club .
` but this time we are talking about bigger amounts of money . '
depay is enjoying a prolific season at the philips stadion where he has scored an emphatic 20 goals in 26 league games so far this season .
the 21-year-old ( left ) has scored 20 goals in 26 league games for psv this season
the 21-year-old took his tally to 20 on saturday psv eindhoven beat heerenveen 4-1 to win the dutch championship on saturday for the first time in seven seasons .
the dutch league 's leading scorer doubled the hosts ' lead midway through the first half with a stunning free kick after luuk de jong headed them ahead early on .
heerenveen midfielder joey van den berg pulled a goal back for his side before de jong restored the two-goal advantage just before half-time and luciano narsingh added a fourth late on .
it is a 22nd league championship for psv , who are second only to ajax ( 33 titles ) in holland .
psv eindhoven won there first eredivisie title in seven years after beating heerenveen 4-1 on saturday
depay ( right ) celebrates the dutch giants ' success with manager phillip cocu after the match
born in 1994 , depay started out at hometown club vv moordrecht - a dutch amateur side in south holland - at the age of six before joining sparta rotterdam three years later .
the son of a ghanaian father and dutch mother , depay moved to psv at the age of 12 before making his first-team debut in september 2011 having impressed during a trial .
depay signed his first professional contract in june 2012 and has already made over 100 appearances for the dutch giants .
pacy , with neat close control , depay loves to run at defenders and completed the most dribbles in the entire eredivisie during the 2013/14 campaign .
adding more goals to his game this season , the youngster is more than capable at shooting from distance and boasts an explosive right-foot .
often playing on the left-wing and cutting inside , depay is strong on the ball and has more than a few tricks up his sleeve to bamboozle opponents .
however , still at a young age and learning the game , the 21-year-old can sometimes be guilty of making the wrong pass or keeping hold of the ball for too long .
talent to one day match arjen robben ... and already better than a young cristiano ronaldo ?
while depay has been tipped to become as good as dutch star arjen robben by psv manager phillip cocu , one man believes the holland youngster could one day rival cristiano ronaldo .
ed van steijn , the man who scouted ronaldo for manchester united , believes depay is better than the real madrid star was at the same age .
speaking to dutch daily newspaper algemeen dagblad , van steijn said : ` if i compare him to a young cristiano ronaldo at the time , then depay has more strings to his bow .
` ronaldo did the same things wrong at manchester united as he did when he was 17 . '
meanwhile , former holland midfielder cocu said of depay : ` whether he can be as good as arjen robben ?
` they are different players , but they are both fast and have a good shot .
and both always have the urge to learn .
` but memphis is only 21-years-old and only in a few years can real conclusions be drawn . '
depay 's psv team-mate stijn schaars is also a fan and told helden online : ` he 's doing everything to reach the top .
` he has a body of a true athlete , power and flair .
i 'm not afraid of him losing his head .
i like him a lot . '
international star and world cup goalscorer
depay was handed his first oranje call-up by louis van gaal in 2013 and was selected for holland 's world cup squad a year later .
the energetic frontman scored the winning goal in holland 's 3-20 victory over australia , before coming off the bench to net against chile and help van gaal 's men seal top spot in group b.
having impressed in brazil , depay was nominated for the tournament 's ` best young player ' award but lost out to france midfielder paul pogba .
click here to read sportsmail 's full background article about memphis depay .","Manchester United have made an official approach to sign PSV Eindhoven star Memphis Depay. United manager Louis van Gaal is keen to make him one of his first signings this summer. Depay worked under van Gaal during the 2014 World Cup, where he was named in the Holland squad. Tottenham were interested in signing Depay last summer but their offer was rejected. Despite competition from other clubs, United are in pole position to sign Depay. Depay has had a prolific season, scoring 20 goals in 26 league games for PSV. He is known for his pace, close control, and ability to run at defenders. Depay has been compared to Arjen Robben and some believe he could rival Cristiano Ronaldo in the future.",openai/GPT-3.5-Turbo,0.48293,0.99016,0.9956,1,1.0,1,1,1,0.757,0,0,1,1
"manchester united manager louis van gaal says he has been dreaming of beating rivals city in sunday 's derby at old trafford but will have to do so without robin van persie . van persie said he was fit to feature in the game against city on sunday after ankle trouble but van gaal has ruled him out . ' most of the players are fit but being fit for me is different , ' van gaal said . robin van persie will not return to the fray for manchester united against manchester city on sunday . louis van gaal explained at his press conference on friday that van persie is not yet fit enough to play . united players train in the sunshine ahead of their game against local rivals city on sunday . ' robin is not fit enough to play . ' with city rocking after defeat at crystal palace on monday , van gaal and his players have an opportunity to finish as high as second or third and avoid a champions league qualifying fixture later in the summer . the united boss wants his side to move towards that target by taking all three points against city . van gaal said : ' i dream of it . every player should dream of the victory . ' of course i want to win because it 's a big step up the table also . if we win then third place is available . van gaal watches on as he prepares his side for his first manchester derby at old trafford . manager van gaal ( left ) oversees the training while captain wayne rooney runs with the ball . goalkeeper david de gea ( left ) , winger angel di maria ( centre ) and radamel falcao were in training action . rooney leads the way in training as he runs through some cones in the sunshine on friday in manchester . ( left to right ) di maria , juan mata , falcao , marcos rojo and ander herrera prepare to take on city . ' a few months ago , nobody would have thought about that , apart from me . ' if we win then the position in the table is good as we would then almost certainly be qualified for the top four . and if we are third it 's better than the goal we set in pre-season . ' van gaal acknowledged that city will provide a stern challenge to his team and played down the idea he will be motivated by revenge , after losing the away fixture earlier in the campaign . ' we have lost 1-0 , that is my history , the last game , ' van gaal said . ' i say always in such games , always , you have to control your aggression . ' we did not do that at that time . so i hope we have learned from that moment . i can not say because we lost that game that we have to win this game . ' in my opinion , you can lose to man city two times . that is possible . ' the united boss also ruled out a potential return for luke shaw . like van persie , van gaal does not yet consider him fit enough to feature . ' i don’t think shaw is fit enough to play , ' van gaal said . ' but i can not say they are not fit , but in my opinion they are not fit to play . that is a different question . ' luke shaw is another player yet to be at the standard of match fitness required by van gaal . ( left to right ) rooney , ashley young , goalkeeper anders lindegaard and michael carrick have a breather . falcao ( left ) and antonio valencia ( second right ) look in high spirits as they prepare for the derby . herrera will be hoping to continue the fine form that has seen him become one of united 's key players recently . van gaal admitted he is looking forward to sampling the derby atmosphere at old trafford , as he takes on city with home advantage for the first time since arriving at the club . ' when i see the fans of man utd , they are supporting us in a marvellous way , i think , ' van gaal said . ' after matches , i give our fans a big compliment , not because i have to , because then i wouldn’t say it . i say it because i feel it . '","Manchester United manager Louis van Gaal has expressed his desire to beat rivals Manchester City in the upcoming derby at Old Trafford. However, he will have to do so without the participation of Robin van Persie, who is not yet fit enough to play. Van Gaal emphasized the importance of winning the match to secure a higher position in the table and potentially avoid a Champions League qualifying fixture. He also acknowledged the challenge posed by City and downplayed the idea of seeking revenge for their previous loss. Additionally, van Gaal ruled out the possibility of Luke Shaw returning to the team, stating that he is not fit enough to play. The manager expressed his excitement about experiencing the derby atmosphere at Old Trafford and praised the support of Manchester United fans.",openai/GPT-3.5-Turbo,0.47068,0.98132,0.99213,1,1.0,1,1,1,0.97312,1,0,0,1
"manuel pellegrini has admitted he is disappointed in yaya toure but vowed to back the manchester city midfielder -- at least until the end of the season .
sportsmail revealed city would listen to offers for the ivorian as they look to overhaul an ageing squad at the end of a faltering campaign .
toure is determined not to be forced out but the chilean , speaking ahead of sunday 's visit of west ham , acknowledged the midfielder had underperformed and dismissed claims he should be given a rest .
manchester city midfielder yaya toure has come in for criticism for his performances this season
manuel pellegrini has admitted he has been disappointed by the ivory coast midfielder 's level
` i do n't think he 's happy with his performance this year -- and nor am i , ' said pellegrini .
` he does n't need a break . '
toure , who has two years left on a £ 220,000-a-week deal , has come in for criticism amid the collapse of city 's premier league defence .
but pellegrini , who faces questions over his own future , said the 31-year-old would be backed .
` he 's a very important player and he will have my support until the end of the season , ' he said .
city , who have taken just 18 points from the last available 39 , take on sam allardyce 's side knowing that defeat will leave fifth-placed liverpool with the chance to close the gap to one point with victory at west brom next weekend .
city will also face the hammers without captain vincent kompany , who could miss the rest of the campaign with a muscle injury .
with his manager in the firing line , city goalkeeper joe hart insisted the players should take responsibility .
` people have been disappointed in their own performances , ' said the england no 1 .
` we 've let the manager down a few times and we 've baffled ourselves because we feel like we 've got the quality to beat anyone and that 's not been the case . '
city boss pellegrini has vowed to support toure until at least the end of the season
sportsmail revealed that manchester city will listen to offers for toure in the summer
hart added that pellegrini retained the backing of the dressing room .
` he 's been great , ' hart said .
` he 's hard , he kind of says it how it is and you ca n't ask for much more than that from a manager . '
pellegrini , however , said : ` the players have responsibility but i choose the players . '
meanwhile sam allardyce has warned aaron cresswell not to make the same mistake as others amid interest from chelsea and manchester city .
manchester city want to sign west ham left back aaron cresswell in the summer
sam allardyce has warned cresswell not to make same mistake as other english players by moving to city
allardyce believes the 25-year-old is an attractive prospect after a fine season at west ham and because he can help clubs fill homegrown player quotas .
` jack rodwell and scott sinclair spent time at city but did not play a great deal , ' allardyce wrote in his evening standard column .
` the decision for a player like sinclair is would he be willing to join another club in a permanent deal if it meant less money ? '","The passage discusses Manuel Pellegrini's disappointment in Yaya Toure's performance this season. Pellegrini acknowledges that Toure has underperformed but states that he will continue to support him until the end of the season. It is revealed that Manchester City would listen to offers for Toure in the summer as they plan to overhaul their squad. The passage also mentions that Vincent Kompany could miss the rest of the season due to a muscle injury. Joe Hart, the City goalkeeper, takes responsibility for the team's poor performances and expresses support for Pellegrini. Additionally, Sam Allardyce warns Aaron Cresswell, a West Ham left back, not to make the same mistake as other English players by moving to Manchester City.",openai/GPT-3.5-Turbo,0.43003,0.97216,0.92742,1,1.0,1,1,1,0.90559,0,0,1,1
"mr mole , ap mccoy 's mount in the grade one celebration chase at sandown on saturday , has been installed as one of three 7-2 co-favourites in the seven-runner line-up .
paul nicholls-trained mr mole is bracketed with irish raider special tiara and nicky henderson 's sprinter sacre , who will be ridden by cheltenham gold cup winner nico de boinville in the absence of injured barry geraghty .
ap mccoy and mr mole will have six rivals in the grade one celebration chase at sandown on saturday
mr mole will be mccoy 's last ride in a grade one race .
his book of rides for his final day as a professional jockey will not be finalised until friday morning .
ironically , it was after riding mr mole to victory at newbury in february that mccoy shocked the racing world by announcing his intention to quit riding .
other runners in the celebration chase include mick channon 's somersby .","The passage discusses the upcoming Grade One Celebration Chase at Sandown on Saturday. Mr Mole, trained by Paul Nicholls and ridden by AP McCoy, is one of the three co-favorites at odds of 7-2. The other two co-favorites are Special Tiara and Sprinter Sacre, ridden by Nico de Boinville. Mr Mole will be McCoy's last ride in a Grade One race. The final lineup of McCoy's rides for his last day as a professional jockey will be determined on Friday morning. Other runners in the race include Somersby, trained by Mick Channon.",openai/GPT-3.5-Turbo,0.23096,0.89955,0.98228,1,1.0,1,1,1,0.86372,1,0,0,1
"on the pitch this season , chelsea have been hitting their targets ... and off it , eden hazard and three of his blues team-mates have been doing the same . taking part in audi 's football challenge , hazard and nathan ake paired up to take on loic remy and willian in a head-to-head challenge for the car manufacturers . in round one , the chelsea stars aim to fire balls into the boot of a car from close range , with hazard and ake securing the points with a 5-3 win . one of the challenges the chelsea players were set was to sink balls into convertible audi 's from long range . 17-goal man eden hazard and youngster nathan ake took on blues ' team-mates loic remy and willian . from there , they take to a makeshift tennis court , where the net is replaced by a £127,000 audi r8 v10 plus , and the players must play over the top of it . once again , it is 17-goal man hazard and his partner ake who come up trumps , winning the decider to take a 6-0 lead after the first two rounds . it is in the final game that most points are won , as the players shoot from long range aiming to sink their footballs through the top of a convertible audi . hazard poses next to a £127,000 r8 v10 plus audi , which played the part of tennis net in one challenge . the final challenge involved the players shooting at cars from long range , with remy and willian winning . hazard throws footballs up to his team-mate ake , who tries to fire them into the boot of an audi . willian and remy redeem themselves to produce a shock win over their team-mates , but the pair were involved in the biggest misfortune of the day on their way to victory . shown in a short clip at the very end of the video , willian can be seen smashing the wing mirror off one of the audi 's with a long-range effort . team-mate remy 's hands-on-head reaction says it all ... but we 're pretty sure he wo n't have to pay to repair the damage . remy puts his hands on his head after watching willian smash the wing mirror of one of the cars . willian laughs after being allowed to drive one of the audi 's that was part of the football challenge .","The passage describes Chelsea players, including Eden Hazard, participating in Audi's football challenge. The challenge involves shooting balls into the boot of a car from close range, sinking balls into convertible Audis from long range, and playing tennis over an Audi R8 V10 Plus. Hazard and his partner, Nathan Ake, win the challenge with a 6-0 lead after the first two rounds. In the final game, Willian and Remy redeem themselves by winning, but Willian accidentally smashes the wing mirror of one of the Audis.",openai/GPT-3.5-Turbo,0.37756,0.96986,0.78381,1,1.0,1,1,1,0.57273,0,0,0,1
"pablo mandado and ilze zebolde have no plans , no agenda , no cause to fight for and they are certainly in no hurry -- the couple simply has a dream to ` discover different parts of this planet a pedal at a time . '
and , after quitting their restaurant jobs in manchester , the intrepid cyclists are doing it as cheaply as they possibly can .
spanish pablo , 27 , and latvian ilze , 31 , who met in riga in 2011 , are off to a flying start as they approach their first year of their open-ended odyssey on the road .
in 356 days so far they 've covered almost 7,000 miles ( 11,131.92 km by their measurements ) and been through 16 countries .
ilze zebolde , 31 , takes in her surrounds as she and pablo mandado take a break in their cycle journey around the world
pablo , 27 , and ilze , 31 , stop for a picture in bosnia , one of the 16 countries they 've been through since leaving london last year
latvian ilze sets up camp , the most common means of accommodation for her and pablo , on the stunning lake bled in slovenia
ilze points at the winding road that she and pablo had climb in spain 's sierra nevada with their 130 kg of gear ( including bicycles )
with no plans or agenda , ilze and pablo are happy to stop and take in stunning views , such as this from a roadside in the french alps
in that time they have been astonishingly living on less than three euros each a day , or by their meticulous calculations 10 euro cents per kilometre .
they keep costs down by relying on free accommodation , along with not needing a budget for transport -- their legs have that covered .
usually they pitch a tent under the stars and camp ( 161 nights of the 256 ) but also use hosting websites such as couchsurfing ( 66 nights ) and warmshowers ( 44 nights ) .
sometimes , they get a good night 's sleep courtesy of the kindness of strangers .
showers are ` sometimes daily , sometimes weekly , ' admits pablo .
this leaves food as their only major expense , and that takes up just 2.74 euros each per day of their 2.99 total outlay .
ilze often stars in their images with pablo the designated photographer , but she does n't seem to mind after another hill climb
pablo gives up his camera for a moment , though , as latvian ilze captures her spanish boyfriend taking a rest on the road
while they often pitch their tent in stunning settings , this pedestrian tunnel during their journey through turkey is n't one of them
rolling green hills and a shimmering lake greeted the duo in the alps as their open-ended odyssey continued
when asked on their blog , thecrazytravel , how they can possibly live like this , pablo answered simply .
` pasta , bread , rice , eggs , milk , seasonal fruits and vegetables .
often we get invited for a meal , or for some free veggies or fruits , ' he said .
` we pick up wild fruits occasionally as well , and dumpster diving was an option in western countries where half of the food production end up in the bin . '
pablo and ilze started in london before heading south-east and working their way through france , first down the west coast and then the south after a loop through spain and portugal .
pedal power then took them through the north of italy , slovenia , croatia , bosnia and herzegovina , montenegro , albania , macedonia , greece and into turkey .
ilze walks with her bike while pablo trails behind to capture a snowy landscape in turkey , which they traversed the entire north of
pablo and ilze 's tent in a field in bosnia - this is their usual means of accommodation although they often use hosting websites
pabo and ilze take a break in an italian mountain town as they work their way from france towards eastern europe
pablo rides along the waterside in thessaloniki , greece , one of more than 222 stops they 've made in their journey so far
all landscapes and settings are greeting pablo and ilze , including moody forests in france as they rode along both coasts
ilze rides into the clouds as pedal power takes her and pablo through eastern europe and towards asia , their next continent
the view from pablo and ilze 's tent as they awake to another day in the saddle as they live out their dream
pablo shows off the huge amount of gear he and ilze need to carry as they work their way around the world
` cycling over the bridge at the border between greece and turkey was symbolic , ' pablo says .
` riding away from europe , finally crossing into a different continent .
finally going further away and into the unknown . '
they traversed the entire northern coast of turkey , before riding through georgia and their latest destination , armenia , and they plan to ` continue into asia , across the pacific with the idea to cycle all the length of the american continent . '
` we are going to be on the road for the following years , ' they say .","Pablo Mandado and Ilze Zebolde are a couple who have quit their jobs and embarked on a cycling journey around the world. They have no specific plans or agenda, and their goal is to explore different parts of the planet at their own pace. They have been on the road for almost a year and have covered almost 7,000 miles through 16 countries. They live on a budget of less than three euros each per day, mainly spending on food. They rely on free accommodation, such as camping and hosting websites, to keep costs down. Their next destination is Asia, and they plan to continue cycling across the Pacific and through the entire length of the American continent. They anticipate being on the road for several more years.",openai/GPT-3.5-Turbo,0.48034,0.97266,0.97311,1,1.0,1,1,1,0.87409,0,0,0,1
"pablo mandado and ilze zebolde have no plans , no agenda , no cause to fight for and they are certainly in no hurry -- the couple simply has a dream to ` discover different parts of this planet a pedal at a time . '
and , after quitting their restaurant jobs in manchester , the intrepid cyclists are doing it as cheaply as they possibly can .
spanish pablo , 27 , and latvian ilze , 31 , who met in riga in 2011 , are off to a flying start as they approach their first year of their open-ended odyssey on the road .
in 356 days so far they 've covered almost 7,000 miles ( 11,131.92 km by their measurements ) and been through 16 countries .
ilze zebolde , 31 , takes in her surrounds as she and pablo mandado take a break in their cycle journey around the world
pablo , 27 , and ilze , 31 , stop for a picture in bosnia , one of the 16 countries they 've been through since leaving london last year
latvian ilze sets up camp , the most common means of accommodation for her and pablo , on the stunning lake bled in slovenia
ilze points at the winding road that she and pablo had climb in spain 's sierra nevada with their 130 kg of gear ( including bicycles )
with no plans or agenda , ilze and pablo are happy to stop and take in stunning views , such as this from a roadside in the french alps
in that time they have been astonishingly living on less than three euros each a day , or by their meticulous calculations 10 euro cents per kilometre .
they keep costs down by relying on free accommodation , along with not needing a budget for transport -- their legs have that covered .
usually they pitch a tent under the stars and camp ( 161 nights of the 256 ) but also use hosting websites such as couchsurfing ( 66 nights ) and warmshowers ( 44 nights ) .
sometimes , they get a good night 's sleep courtesy of the kindness of strangers .
showers are ` sometimes daily , sometimes weekly , ' admits pablo .
this leaves food as their only major expense , and that takes up just 2.74 euros each per day of their 2.99 total outlay .
ilze often stars in their images with pablo the designated photographer , but she does n't seem to mind after another hill climb
pablo gives up his camera for a moment , though , as latvian ilze captures her spanish boyfriend taking a rest on the road
while they often pitch their tent in stunning settings , this pedestrian tunnel during their journey through turkey is n't one of them
rolling green hills and a shimmering lake greeted the duo in the alps as their open-ended odyssey continued
when asked on their blog , thecrazytravel , how they can possibly live like this , pablo answered simply .
` pasta , bread , rice , eggs , milk , seasonal fruits and vegetables .
often we get invited for a meal , or for some free veggies or fruits , ' he said .
` we pick up wild fruits occasionally as well , and dumpster diving was an option in western countries where half of the food production end up in the bin . '
pablo and ilze started in london before heading south-east and working their way through france , first down the west coast and then the south after a loop through spain and portugal .
pedal power then took them through the north of italy , slovenia , croatia , bosnia and herzegovina , montenegro , albania , macedonia , greece and into turkey .
ilze walks with her bike while pablo trails behind to capture a snowy landscape in turkey , which they traversed the entire north of
pablo and ilze 's tent in a field in bosnia - this is their usual means of accommodation although they often use hosting websites
pabo and ilze take a break in an italian mountain town as they work their way from france towards eastern europe
pablo rides along the waterside in thessaloniki , greece , one of more than 225 stops they 've made in their journey so far
all landscapes and settings are greeting pablo and ilze , including moody forests in france as they rode along both coasts
ilze rides into the clouds as pedal power takes her and pablo through eastern europe and towards asia , their next continent
the view from pablo and ilze 's tent as they awake to another day in the saddle as they live out their dream
pablo shows off the huge amount of gear he and ilze need to carry as they work their way around the world
` cycling over the bridge at the border between greece and turkey was symbolic , ' pablo says .
` riding away from europe , finally crossing into a different continent .
finally going further away and into the unknown . '
they traversed the entire northern coast of turkey , before riding through georgia and their latest destination , armenia , and they plan to ` continue into asia , across the pacific with the idea to cycle all the length of the american continent . '
` we are going to be on the road for the following years , ' they say .","Pablo Mandado and Ilze Zebolde are a couple who have quit their jobs and embarked on a cycling journey around the world. They have no specific plans or agenda, and their goal is to explore different parts of the planet at their own pace. They have been on the road for almost a year and have covered almost 7,000 miles through 16 countries. They live on a budget of less than three euros each per day, mainly spending on food. They rely on free accommodation, such as camping and hosting websites, to keep costs down. Their next destination is Asia, and they plan to continue cycling across the Pacific and through the entire length of the American continent. They anticipate being on the road for several more years.",openai/GPT-3.5-Turbo,0.48085,0.9727,0.97301,1,1.0,1,1,1,0.87291,0,0,0,1
